project_id,transaction_id,tract_geoid_2010,metro_2010,year,cde_name,qlici_amount,city,state,zip,purpose,qalicb_type,multi_cde,multi_tract
MD0091,5787,24510090700,Metropolitan,2014,Harbor Bankshares Corporation,8368976,Baltimore,MD,21218,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
MD0091,5788,24510090700,Metropolitan,2014,Harbor Bankshares Corporation,1722024,Baltimore,MD,21218,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
MD0091,5789,24510090700,Metropolitan,2014,Harbor Bankshares Corporation,4609000,Baltimore,MD,21218,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
MD0092,5790,24510080200,Metropolitan,2014,National Trust Community Investment Corporation,6000000,Baltimore,MD,21213,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0093,5791,24510260404,Metropolitan,2014,"SunTrust Community Development Enterprises, LLC",2150000,Baltimore,MD,21224,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MD0094,5792,24510120500,Metropolitan,2015,Chase New Markets Corporation,1329200,Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MD0094,5793,24510120500,Metropolitan,2015,Chase New Markets Corporation,670800,Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
MD0094,5794,24510120500,Metropolitan,2015,"Reinvestment Fund, Inc., The",8425200,Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0094,5795,24510120500,Metropolitan,2015,"Reinvestment Fund, Inc., The",3574800,Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MD0095,5796,24510120500,Metropolitan,2015,Telesis CDE Corporation,3571095,Baltimore,MD,21202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0095,5797,24510120500,Metropolitan,2015,Telesis CDE Corporation,1500000,Baltimore,MD,21202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0095,5798,24510120500,Metropolitan,2015,Telesis CDE Corporation,7104530,Baltimore,MD,21202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0096,5799,24510120700,Metropolitan,2015,ESIC New Markets Partners LP,4853466,Baltimore,MD,21211,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0096,5800,24510120700,Metropolitan,2015,ESIC New Markets Partners LP,1000000,Baltimore,MD,21211,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0096,5801,24510120700,Metropolitan,2015,ESIC New Markets Partners LP,1476420,Baltimore,MD,21211,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0096,5802,24510120700,Metropolitan,2015,ESIC New Markets Partners LP,3340114,Baltimore,MD,21211,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0097,5803,24510180300,Metropolitan,2016,"City First New Markets Fund II, LLC",3080000,Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0097,5804,24510180300,Metropolitan,2016,"City First New Markets Fund II, LLC",4024893,Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0097,5805,24510180300,Metropolitan,2016,"City First New Markets Fund II, LLC",2685307,Baltimore,MD,21201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MD0098,5806,24510030200,Metropolitan,2017,Harbor Bankshares Corporation,10332500,Baltimore,MD,21202,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MD0098,5807,24510030200,Metropolitan,2017,Harbor Bankshares Corporation,4367500,Baltimore,MD,21202,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MD0099,5808,24510240300,Metropolitan,2017,Harbor Bankshares Corporation,10332500,Baltimore,MD,21230,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0099,5809,24510240300,Metropolitan,2017,Harbor Bankshares Corporation,4367500,Baltimore,MD,21230,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0100,5810,24041960800,Non-Metropolitan,2017,Local Initiatives Support Corporation,550000,Tilghman,MD,21671,Business Financing,NRE,NO,NO
MD0101,5811,24033803602,Metropolitan,2017,"Mid-City Community CDE, LLC",3342500,Hyattsville,MD,20785,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0101,5812,24033803602,Metropolitan,2017,"Mid-City Community CDE, LLC",1557500,Hyattsville,MD,20785,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MD0103,5813,24510030200,Metropolitan,2017,Telesis CDE Corporation,3281040,Baltimore,MD,21202,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MD0103,5814,24510030200,Metropolitan,2017,Telesis CDE Corporation,1422960,Baltimore,MD,21202,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
ME0001,5816,23021960400,Non-Metropolitan,2005,Boston Community Capital Inc.,25450000,Monson,ME,4464,Business Financing,NRE,YES,NO
ME0001,5817,23003952900,Non-Metropolitan,2005,"Coastal Enterprises, Inc.",25000000,BANCROFT,ME,4497,Business Financing,NRE,YES,NO
ME0001,5815,23003952900,Non-Metropolitan,2005,ESIC New Markets Partners LP,19550000,Bancroft,ME,4920,Business Financing,NRE,YES,NO
ME0003,5818,23011010300,Non-Metropolitan,2004,Key Community Development New Markets LLC,506250,Augusta,ME,4330,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ME0004,5819,23011010300,Non-Metropolitan,2004,Key Community Development New Markets LLC,800000,Augusta,ME,4430,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ME0005,5820,23019000600,Metropolitan,2010,"Coastal Enterprises, Inc.",2050000,Bangor,ME,4401,Business Financing,NRE,NO,NO
ME0006,5821,23005016000,Metropolitan,2005,Key Community Development New Markets LLC,2388000,Bridgton,ME,4009,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ME0007,5822,23029955100,Metropolitan,2009,"Coastal Enterprises, Inc.",9876289,GRAND LAKE STREAM,ME,4637,Business Financing,NRE,NO,NO
ME0007,5823,23029955100,Metropolitan,2009,"Coastal Enterprises, Inc.",9688001,GRAND LAKE STREAM,ME,4637,Business Financing,NRE,NO,NO
ME0008,5824,25025020302,Metropolitan,2010,"Coastal Enterprises, Inc.",14550000,Boston,MA,2108,Business Financing,NRE,NO,NO
ME0008,5825,23021960301,Non-Metropolitan,2005,"Coastal Enterprises, Inc.",16500000,GREENVILLE,ME,4441,Business Financing,NRE,NO,NO
ME0009,5826,23001020100,Metropolitan,2006,"Coastal Enterprises, Inc.",2050000,LEWISTON,ME,4240,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ME0010,5827,23019030000,Metropolitan,2004,"Coastal Enterprises, Inc.",31450000,MILLINOCKET,ME,4462,Business Financing,NRE,NO,NO
ME0016,5828,23005000300,Metropolitan,2009,"Coastal Enterprises, Inc.",9429955,PORTLAND,ME,4101,Business Financing,NRE,NO,NO
ME0017,5829,23005000300,Metropolitan,2004,"Coastal Enterprises, Inc.",4000000,PORTLAND,ME,4101,Business Financing,NRE,NO,NO
ME0018,5830,23005000300,Metropolitan,2005,"Coastal Enterprises, Inc.",3883000,PORTLAND,ME,4101,Business Financing,NRE,NO,NO
ME0019,5831,23005000300,Metropolitan,2010,"Coastal Enterprises, Inc.",2400000,Portland,ME,4101,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ME0020,5832,23003951800,Non-Metropolitan,2008,"Coastal Enterprises, Inc.",7000000,PRESQUE ISLE,ME,4769,Business Financing,NRE,NO,NO
ME0021,5833,23003951800,Non-Metropolitan,2008,"Coastal Enterprises, Inc.",5160227,PRESQUE ISLE,ME,4769,Business Financing,NRE,NO,NO
ME0021,5834,23003951800,Non-Metropolitan,2008,"Coastal Enterprises, Inc.",5756268,PRESQUE ISLE,ME,4769,Business Financing,NRE,NO,NO
ME0022,5835,23011024102,Non-Metropolitan,2007,"Banc of America CDE, LLC",14788000,Waterville,ME,4901,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ME0022,5836,23011024102,Non-Metropolitan,2007,"Banc of America CDE, LLC",5850000,Waterville,ME,4901,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ME0023,5837,23015975500,Non-Metropolitan,2009,Merrill Lynch Community Development Company,800000,Wiscasset,ME,4578,Business Financing,CDE,NO,NO
ME0024,5838,23005011100,Metropolitan,2011,"Coastal Enterprises, Inc.",3100000,Brunswick,ME,4011,Business Financing,NRE,NO,NO
ME0024,5839,23005011100,Metropolitan,2011,"Coastal Enterprises, Inc.",13578852,Brunswick,ME,4011,Business Financing,NRE,NO,NO
ME0024,5840,23005011100,Metropolitan,2011,"Coastal Enterprises, Inc.",3027597,Brunswick,ME,4011,Business Financing,NRE,NO,NO
ME0025,5841,23005000300,Metropolitan,2011,Key Community Development New Markets LLC,3286000.04,Portland,ME,4101,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
ME0026,5842,23011024101,Non-Metropolitan,2011,"Coastal Enterprises, Inc.",9505755,Waterville,ME,4091,Business Financing,NRE,NO,NO
ME0026,5843,23011024101,Non-Metropolitan,2011,"Coastal Enterprises, Inc.",2649245,Waterville,ME,4091,Business Financing,NRE,NO,NO
ME0027,5844,23001044000,Metropolitan,2012,"Coastal Enterprises, Inc.",960008,Livermore Falls,ME,4254,Real Estate–Rehabilitation–Commercial,RE,NO,NO
ME0028,5845,23005011100,Metropolitan,2012,"Coastal Enterprises, Inc.",10319583,Brunswick,ME,4011,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ME0028,5846,23005011100,Metropolitan,2012,"Coastal Enterprises, Inc.",3945417,Brunswick,ME,4011,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ME0031,5847,23019031000,Metropolitan,2012,"Stonehenge Community Development, LLC",12591610,East Millinocket,ME,4430,Business Financing,NRE,NO,NO
ME0031,5848,23019031000,Metropolitan,2012,"Stonehenge Community Development, LLC",7408390,East Millinocket,ME,4430,Business Financing,NRE,NO,NO
ME0032,5849,23003950700,Non-Metropolitan,2012,"Coastal Enterprises, Inc.",9573922,Aroostook County,ME,4739,Business Financing,NRE,NO,NO
ME0032,5850,23003950700,Non-Metropolitan,2012,"Coastal Enterprises, Inc.",3724078,Aroostook County,ME,4739,Business Financing,NRE,NO,NO
ME0033,5851,23005000300,Metropolitan,2006,"Greenline Community Development Fund, LLC",2957500,Portland,ME,4101,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ME0034,5852,23025965302,Non-Metropolitan,2005,Boston Community Capital Inc.,5150000,West Forks,ME,4985,Business Financing,NRE,YES,NO
ME0034,5853,23025965301,Non-Metropolitan,2005,Rural Development Partners LLC,13700000,Jackman,ME,4945,Business Financing,NRE,YES,NO
ME0035,5854,23021960800,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",8500000,Milo,ME,4463,Business Financing,NRE,NO,NO
ME0035,5855,23021960800,Non-Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",14850000,Milo,ME,4463,Business Financing,NRE,NO,NO
ME0036,5856,23005000300,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",8000000,Portland,ME,4101,Business Financing,NRE,NO,NO
ME0036,5857,23005000300,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",1300000,Portland,ME,4101,Business Financing,NRE,NO,NO
ME0037,5858,23001020400,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",250000,LEwiston,ME,4240,Business Financing,NRE,NO,NO
ME0037,5859,23001020400,Metropolitan,2013,"Advantage Capital Community Development Fund, LLC",250001,LEwiston,ME,4240,Business Financing,NRE,NO,NO
ME0038,5860,23029955400,Non-Metropolitan,2014,CEI Capital Management LLC,6297463,Baileyville,ME,4694,Business Financing,NRE,NO,NO
ME0038,5861,23029955400,Non-Metropolitan,2014,CEI Capital Management LLC,1780769,Baileyville,ME,4694,Business Financing,NRE,NO,NO
ME0038,5862,23029955400,Non-Metropolitan,2014,CEI Capital Management LLC,2511398,Baileyville,ME,4694,Business Financing,NRE,NO,NO
ME0038,5863,23029955400,Non-Metropolitan,2014,CEI Capital Management LLC,8688602,Baileyville,ME,4694,Business Financing,NRE,NO,NO
ME0039,5864,23025965600,Non-Metropolitan,2013,"CCG Community Partners, LLC",5210095,Athens,ME,4912,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ME0039,5865,23025965600,Non-Metropolitan,2013,"CCG Community Partners, LLC",2139905,Athens,ME,4912,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
ME0040,5866,23013970600,Non-Metropolitan,2015,MHIC NE New Markets CDE II LLC,5216100,Rockland,ME,4841,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
ME0040,5867,23013970600,Non-Metropolitan,2015,MHIC NE New Markets CDE II LLC,2301400,Rockland,ME,4841,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
ME0041,5868,23021960302,Non-Metropolitan,2015,MHIC NE New Markets CDE II LLC,7657980,Greenville,ME,4441,Other Financing Purpose,NRE,YES,NO
ME0041,5869,23021960302,Non-Metropolitan,2015,MHIC NE New Markets CDE II LLC,3453824,Greenville,ME,4441,Other Financing Purpose,NRE,YES,NO
ME0041,5870,23021960302,Non-Metropolitan,2015,Chase New Markets Corporation,167125,Greenville,ME,4441,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
ME0041,5871,23021960302,Non-Metropolitan,2015,Chase New Markets Corporation,82875,Greenville,ME,4441,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
ME0041,5872,23021960302,Non-Metropolitan,2015,Chase New Markets Corporation,835625,Greenville,ME,4441,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
ME0041,5873,23021960302,Non-Metropolitan,2015,Chase New Markets Corporation,414375,Greenville,ME,4441,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
ME0042,5874,23025965302,Non-Metropolitan,2012,Boston Community Capital Inc.,24000000,West Forks,ME,4985,Business Financing,NRE,NO,NO
ME0044,5875,23005000300,Metropolitan,2017,"Advantage Capital Community Development Fund, LLC",10000000,Portland,ME,4101,Business Financing,NRE,NO,NO
MI0001,5876,26161400600,Metropolitan,2006,Key Community Development New Markets LLC,1142366,Ann Arbor,MI,48104,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0002,5877,26017286500,Metropolitan,2010,"Stonehenge Community Development, LLC",14040000,Bay City,MI,48708,Business Financing,SPE,NO,NO
MI0002,5878,26017286500,Metropolitan,2010,"Stonehenge Community Development, LLC",5460000,Bay City,MI,48708,Business Financing,SPE,NO,NO
MI0003,5879,26017286500,Metropolitan,2007,Michigan Community Capital,1470000,Bay City,MI,48708,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0003,5880,26017286500,Metropolitan,2007,Michigan Community Capital,3570000,Bay City,MI,48708,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0004,5881,26163525500,Metropolitan,2010,"HEDC New Markets, Inc",500000,Detroit,MI,48210,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MI0004,5882,26163525500,Metropolitan,2010,"HEDC New Markets, Inc",500000,Detroit,MI,48210,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MI0004,5883,26163525500,Metropolitan,2010,"HEDC New Markets, Inc",4371555,Detroit,MI,48210,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MI0004,5884,26163525500,Metropolitan,2010,"HEDC New Markets, Inc",2624669,Detroit,MI,48210,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MI0004,5885,26163525500,Metropolitan,2010,"HEDC New Markets, Inc",1870000,Detroit,MI,48210,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
MI0005,5889,26163517200,Metropolitan,2010,Invest Detroit CDE,2550000,"Detroit,",MI,48226,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0005,5890,26163517200,Metropolitan,2010,Invest Detroit CDE,2500000,"Detroit,",MI,48226,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0005,5891,26163517200,Metropolitan,2010,Invest Detroit CDE,1714500,"Detroit,",MI,48226,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0005,5886,26163517200,Metropolitan,2011,"Banc of America CDE, LLC",12350000,Detroit,MI,48226,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0005,5887,26163517200,Metropolitan,2011,"Banc of America CDE, LLC",1800000,Detroit,MI,48226,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0005,5888,26163517200,Metropolitan,2011,"Banc of America CDE, LLC",5850000,Detroit,MI,48226,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0006,5892,26163520700,Metropolitan,2006,Michigan Community Capital,7300000,Detroit,MI,48226,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0006,5893,26163520700,Metropolitan,2006,Michigan Community Capital,2400000,Detroit,MI,48226,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0007,5894,26163517200,Metropolitan,2006,Key Community Development New Markets LLC,1154972,Detroit,MI,48226,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0008,5895,26163521100,Metropolitan,2005,Local Initiatives Support Corporation,1794234,Detroit,MI,48216,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0008,5896,26163521100,Metropolitan,2005,Local Initiatives Support Corporation,1064004,Detroit,MI,48216,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0008,5897,26163521100,Metropolitan,2005,Local Initiatives Support Corporation,1240386,Detroit,MI,48216,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0009,5898,26163517200,Metropolitan,2005,Wayne County - Detroit CDE,10706855,Detroit,MI,48226,Business Financing,NRE,NO,NO
MI0009,5899,26163517200,Metropolitan,2005,Wayne County - Detroit CDE,3184345,Detroit,MI,48226,Business Financing,NRE,NO,NO
MI0010,5900,26163521100,Metropolitan,2005,Wayne County - Detroit CDE,4754380,Detroit,MI,48216,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0011,5901,26163512600,Metropolitan,2009,Key Community Development New Markets LLC,3654601,Detroit,MI,48215,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
MI0012,5902,26163520300,Metropolitan,2008,"National City New Market Fund, Inc.",1666000,Detroit,MI,48201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0012,5903,26163520300,Metropolitan,2008,"National City New Market Fund, Inc.",7050000,Detroit,MI,48201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0012,5904,26163520300,Metropolitan,2008,"National City New Market Fund, Inc.",260000,Detroit,MI,48201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0013,5905,26163520300,Metropolitan,2008,"National City New Market Fund, Inc.",6197000,Detroit,MI,48201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0013,5906,26163520300,Metropolitan,2008,"National City New Market Fund, Inc.",2087290,Detroit,MI,48201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0014,5907,26163533900,Metropolitan,2008,Capital Impact Partners,6969000,Detroit,MI,48202,Business Financing,NRE,NO,NO
MI0014,5908,26163533900,Metropolitan,2008,Capital Impact Partners,3032000,Detroit,MI,48202,Business Financing,NRE,NO,NO
MI0018,5909,26163520300,Metropolitan,2007,Michigan Community Capital,1400000,Detroit,MI,48201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0018,5910,26163520300,Metropolitan,2007,Michigan Community Capital,3600000,Detroit,MI,48201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0019,5912,26163533900,Metropolitan,2008,Capital Impact Partners,14500000,Detroit,MI,48020,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0019,5914,26163533900,Metropolitan,2008,"USBCDE, LLC",2449200,Detroit,MI,48202,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0019,5915,26163533900,Metropolitan,2008,"USBCDE, LLC",6460800,Detroit,MI,48202,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0019,5916,26163533900,Metropolitan,2009,"Consortium America, LLC",9800000,Detroit,MI,48202,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0019,5913,26163533900,Metropolitan,2008,Local Initiatives Support Corporation,11875100,Detroit,MI,48202,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0019,5917,26163533900,Metropolitan,2009,"National New Markets Fund, LLC",2341507,Detroit,MI,48202,Real Estate–Rehabilitation–Commercial,NRE,YES,NO
MI0019,5918,26163533900,Metropolitan,2009,"National New Markets Fund, LLC",4933493,Detroit,MI,48202,Real Estate–Rehabilitation–Commercial,NRE,YES,NO
MI0019,5911,26163533900,Metropolitan,2008,ESIC New Markets Partners LP,15000000,Detroit,MI,48202,Real Estate–Rehabilitation–Commercial,RE,YES,NO
MI0025,5921,26163518000,Metropolitan,2009,"Consortium America, LLC",5560500,Detroit,MI,48202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MI0025,5922,26163518000,Metropolitan,2009,"Consortium America, LLC",1789500,Detroit,MI,48202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
MI0025,5919,26163518000,Metropolitan,2009,Nonprofit Finance Fund,5560500,Detroit,MI,48202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
MI0025,5920,26163518000,Metropolitan,2009,Nonprofit Finance Fund,1752000,Detroit,MI,48202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
MI0026,5923,26163518000,Metropolitan,2006,Capital Impact Partners,6800000,Detroit,MI,48202,Business Financing,NRE,NO,NO
MI0026,5924,26163518000,Metropolitan,2006,Capital Impact Partners,3200000,Detroit,MI,48202,Business Financing,NRE,NO,NO
MI0027,5925,26163517500,Metropolitan,2007,Michigan Community Capital,210000,Detroit,MI,48201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0027,5926,26163517500,Metropolitan,2007,Michigan Community Capital,2058000,Detroit,MI,48201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0027,5927,26163517500,Metropolitan,2007,Michigan Community Capital,1134000,Detroit,MI,48201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0028,5928,26163513700,Metropolitan,2010,"HFHI-SA NMTC I, LLC",2235630,Detroit,MI,48234,Real Estate – Construction–Housing-Single Family,RE,NO,NO
MI0029,5929,26163524200,Metropolitan,2005,Local Initiatives Support Corporation,2185853,Detroit,MI,48209,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0029,5930,26163524200,Metropolitan,2005,Local Initiatives Support Corporation,1500000,Detroit,MI,48209,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0029,5931,26163524200,Metropolitan,2005,Local Initiatives Support Corporation,1350000,Detroit,MI,48209,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0030,5932,26049002800,Metropolitan,2005,National Trust Community Investment Corporation,1339940,Flint,MI,48502,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0031,5933,26049002800,Metropolitan,2006,Michigan Community Capital,2447146,Flint,MI,48502,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0031,5934,26049002800,Metropolitan,2006,Michigan Community Capital,3840000,Flint,MI,48502,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0031,5935,26049002800,Metropolitan,2006,Michigan Community Capital,112854,Flint,MI,48502,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0032,5936,26049002800,Metropolitan,2009,Local Initiatives Support Corporation,6555000,Flint,MI,48502,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0033,5937,26097950300,Non-Metropolitan,2010,Rural Community Investment Fund LLC,20000000,GOULD CITY,MI,49838,Business Financing,NRE,NO,NO
MI0035,5938,26081002000,Metropolitan,2004,Local Initiatives Support Corporation,1896000,Grand Rapids,MI,49503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0035,5939,26081002000,Metropolitan,2004,Local Initiatives Support Corporation,5878000,Grand Rapids,MI,49503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0035,5940,26081002000,Metropolitan,2008,Local Initiatives Support Corporation,842967,Grand Rapids,MI,49503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0036,5941,26081000900,Metropolitan,2006,Michigan Community Capital,3035000,Grand Rapids,MI,49505,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0036,5942,26081000900,Metropolitan,2006,Michigan Community Capital,4500000,Grand Rapids,MI,49505,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0037,5943,26081002000,Metropolitan,2008,"National City New Market Fund, Inc.",2948400,Grand Rapids,MI,49503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0037,5944,26081002000,Metropolitan,2008,"National City New Market Fund, Inc.",1051600,Grand Rapids,MI,49503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0038,5945,26081002700,Metropolitan,2007,Michigan Community Capital,1165073,Grand Rapids,MI,49504,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0038,5946,26081002700,Metropolitan,2007,Michigan Community Capital,2133000,Grand Rapids,MI,49504,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0038,5947,26081002700,Metropolitan,2007,Michigan Community Capital,741927,Grand Rapids,MI,49504,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0039,5948,26081001500,Metropolitan,2009,Fifth Third New Markets Development Company LLC,7920000,Grand Rapids,MI,49504,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0040,5949,26081002100,Metropolitan,2006,Michigan Community Capital,1912859,Grand Rapids,MI,49503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0040,5950,26081002100,Metropolitan,2006,Michigan Community Capital,3000000,Grand Rapids,MI,49503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0040,5951,26081002100,Metropolitan,2006,Michigan Community Capital,900000,Grand Rapids,MI,49503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
MI0041,5952,26163552400,Metropolitan,2005,Wayne County - Detroit CDE,1443000,Hamtrack,MI,48212,Business Financing,NRE,NO,NO
MI0041,5953,26163552400,Metropolitan,2005,Wayne County - Detroit CDE,437000,Hamtrack,MI,48212,Business Financing,NRE,NO,NO
MI0042,5954,26163553600,Metropolitan,2008,Wayne County - Detroit CDE,3500000,Highland Park,MI,48203,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0042,5955,26163553600,Metropolitan,2008,Wayne County - Detroit CDE,1295000,Highland Park,MI,48203,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0043,5956,26077000201,Metropolitan,2007,"National City New Market Fund, Inc.",14300000,Kalamazoo,MI,49007,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0044,5957,26021000400,Metropolitan,2007,Michigan Community Capital,8600000,Benton Harbor,MI,49022,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
MI0045,5958,26065006700,Metropolitan,2007,Chase Community Development Corporation,8500000,Lansing,MI,48933,Real Estate–Rehabilitation–Commercial,RE,NO,NO
